,time(s) , sensor1(vol) , sensor2(vol) , sensor3(vol) ,  sensor4(vol) , pulse , DC1(vol) , DC2(vol) ,humidity
45,9.94,2.860272,2.604433,2.819995,3.006236,2.979814,1.41127,0.318316,0.266762
46,9.95,2.858661,2.608944,2.821606,2.99818,2.978847,1.413848,0.320894,0.26805
47,9.96,2.86285,2.609267,2.813551,3.000114,2.97917,1.409659,0.319605,0.268373
48,9.97,2.863494,2.603789,2.814518,3.000758,2.975947,1.410626,0.320572,0.268695
49,9.98,2.856728,2.6025,2.815484,3.000758,2.978203,1.411915,0.320249,0.266762
50,9.99,2.807429,2.329906,2.324106,2.363738,0.488123,1.413526,0.319283,0.269984
51,10.0,1.372282,1.003668,0.994646,1.182175,0.48619,1.413526,0.320572,0.269339
52,10.01,0.653098,0.450424,0.444624,0.603477,0.484579,1.41417,0.320249,0.268373
53,10.02,0.376637,0.260639,0.257095,0.368904,0.482001,1.41417,0.318316,0.267728
54,10.03,0.268373,0.19233,0.187497,0.272239,0.481357,1.413526,0.318638,0.269017
55,10.04,0.224229,0.163653,0.159142,0.230673,0.481357,1.412881,0.318316,0.268373
56,10.05,0.204896,0.150764,0.147864,0.211018,0.48039,1.41127,0.319283,0.269662
57,10.06,0.195874,0.144964,0.142709,0.201996,0.482324,1.410948,0.31896,0.269339
58,10.07,0.190719,0.143031,0.139809,0.195552,0.480713,1.410626,0.319605,0.268695
59,10.08,0.188463,0.141098,0.13852,0.191685,0.481679,1.409659,0.319283,0.268695
60,10.09,0.185886,0.139809,0.137231,0.190719,0.481035,1.409981,0.319927,0.26805
61,10.1,0.186208,0.139487,0.137553,0.18943,0.481035,1.410626,0.319927,0.269017
62,10.11,0.184919,0.137875,0.137231,0.190074,0.481357,1.410948,0.319927,0.268695
63,10.12,0.185241,0.138198,0.136264,0.188463,0.481357,1.409659,0.319927,0.269339
64,10.13,0.184597,0.136909,0.136587,0.189752,0.481357,1.409981,0.319283,0.269017
65,10.14,0.184597,0.137231,0.136264,0.189108,0.481035,1.410304,0.319605,0.268373
66,10.15,0.182986,0.137553,0.136264,0.187819,0.481679,1.41127,0.320249,0.268373
67,10.16,0.185241,0.136909,0.13562,0.190397,0.478457,1.410304,0.319927,0.268373
68,10.17,0.184274,0.137875,0.136587,0.188463,0.482968,1.410948,0.319605,0.269662
69,10.18,0.182663,0.136909,0.137231,0.189108,0.48329,1.410948,0.319283,0.269339
70,19.49,0.182663,0.13562,0.135298,0.18653,0.481679,1.413848,0.320572,0.269984
71,19.5,0.182341,0.134976,0.13562,0.183952,0.481679,1.413526,0.320894,0.269662
72,19.51,0.182019,0.135942,0.13562,0.18653,0.480713,1.413526,0.321538,0.269339
73,19.52,0.182019,0.134653,0.135942,0.187497,0.482001,1.414492,0.320249,0.26805
74,19.53,0.182341,0.135942,0.134976,0.186208,0.480713,1.413526,0.31896,0.268373
75,19.54,0.182019,0.13562,0.133687,0.18653,0.48039,1.413848,0.319283,0.269662
76,19.55,0.182986,0.135942,0.134653,0.186208,0.480713,1.409981,0.319927,0.26805
77,19.56,0.182663,0.135298,0.13562,0.18653,0.480713,1.41127,0.319927,0.268695
78,19.57,0.182986,0.134653,0.13562,0.186852,0.481679,1.410626,0.320572,0.268373
79,19.58,0.182019,0.134653,0.134331,0.187174,0.478779,1.410948,0.319283,0.268695
80,19.59,0.183308,0.134976,0.13562,0.187174,0.479746,1.410948,0.320572,0.268695
81,19.6,0.182663,0.134653,0.135298,0.185241,0.482968,1.410304,0.319927,0.268373
82,19.61,0.182663,0.13562,0.134653,0.187174,0.482646,1.411592,0.320249,0.267728
83,19.62,0.181697,0.135298,0.13562,0.188141,0.479424,1.412559,0.320894,0.266439
84,19.63,0.182019,0.134976,0.13562,0.188785,0.480713,1.412237,0.320572,0.269662
85,19.64,0.18073,0.134653,0.134331,0.182663,0.481357,1.413526,0.320572,0.269339
86,19.65,0.182019,0.13562,0.137553,0.185886,0.48039,1.413203,0.321538,0.269662
87,19.66,0.180408,0.133364,0.136264,0.188463,0.482001,1.414492,0.319927,0.268373
88,19.67,0.181697,0.13562,0.135298,0.18363,0.480068,1.414492,0.320249,0.26805
89,19.68,0.181697,0.135942,0.136264,0.185563,0.480713,1.414492,0.321538,0.267728
90,19.69,0.496179,0.634087,0.908937,1.307839,2.96467,1.415137,0.319605,0.268695
91,19.7,2.128521,1.990935,2.262885,2.474903,2.975303,1.41127,0.321538,0.269017
92,19.71,2.642777,2.427537,2.670487,2.839973,2.978525,1.412881,0.320249,0.269339
93,19.72,2.811295,2.56899,2.800018,2.956615,2.977881,1.413526,0.32186,0.269339
94,19.73,2.867361,2.617966,2.843517,3.006236,2.978847,1.41417,0.32186,0.268695
95,19.74,2.889916,2.634077,2.849317,3.022991,2.978525,1.416103,0.319283,0.268695
96,19.75,2.897005,2.629888,2.853183,3.031046,2.977236,1.411592,0.320894,0.26805
97,19.76,2.896038,2.633755,2.855439,3.03298,2.977881,1.41127,0.320249,0.26805
98,19.77,2.891849,2.633755,2.856083,3.034268,2.978203,1.412881,0.321538,0.267084
99,19.78,2.888305,2.635044,2.855439,3.025891,2.978203,1.413203,0.320894,0.270306
100,19.79,2.89056,2.634399,2.847706,3.025246,2.97917,1.415137,0.321216,0.268373
101,19.8,2.891205,2.634722,2.84545,3.025246,2.979492,1.410304,0.321538,0.269017
102,19.81,2.891849,2.628922,2.845773,3.026535,2.976914,1.410948,0.321538,0.268695
103,19.82,2.883149,2.627311,2.847061,3.026535,2.979814,1.411592,0.321216,0.266762
104,19.83,2.882505,2.628277,2.847061,3.01848,2.979492,1.41417,0.321538,0.269017
105,19.84,2.884438,2.629888,2.840295,3.020413,2.978525,1.410948,0.319927,0.269339
106,19.85,2.885083,2.622155,2.838684,3.022346,2.978525,1.410948,0.320894,0.268695
107,19.86,2.876383,2.621833,2.840617,3.022024,2.978847,1.412559,0.32186,0.266762
108,19.87,2.876383,2.623444,2.841261,3.014613,2.97917,1.414492,0.321216,0.26805
109,19.88,2.878961,2.624088,2.834495,3.014291,2.978525,1.414492,0.319605,0.269017
110,19.89,2.88025,2.616355,2.832562,3.017191,2.978847,1.410626,0.320572,0.268373
111,19.9,2.869294,2.616355,2.834817,3.018802,2.980136,1.412237,0.321216,0.266439
112,19.91,2.871872,2.618289,2.83675,3.009136,2.97917,1.413526,0.321538,0.268695
113,19.92,2.873805,2.6199,2.827084,3.010102,2.978847,1.414492,0.319927,0.269017
114,19.93,2.875094,2.610878,2.827084,3.011713,2.978203,1.41127,0.321538,0.269017
115,19.94,2.866394,2.612489,2.830628,3.01558,2.980781,1.413203,0.321216,0.266439
116,19.95,2.86575,2.613455,2.82934,3.003658,2.979814,1.413526,0.32186,0.269017
117,19.96,2.868005,2.614744,2.821284,3.005591,2.978847,1.41417,0.320249,0.268373
118,19.97,2.86865,2.6141,2.821929,3.00688,2.978525,1.410304,0.320249,0.268695
119,19.98,2.870583,2.608622,2.821606,3.005913,2.975947,1.411592,0.320894,0.268695
120,19.99,2.83675,2.355683,2.354716,2.39596,0.489735,1.41127,0.319605,0.269017
121,20.0,1.391615,1.019134,1.013979,1.203119,0.487157,1.411592,0.320249,0.267406
122,20.01,0.661475,0.458157,0.454613,0.613787,0.48329,1.411915,0.319927,0.266762
123,20.02,0.380181,0.263539,0.263539,0.375993,0.482968,1.412559,0.320249,0.266439
124,20.03,0.27095,0.193296,0.191363,0.277717,0.481035,1.411592,0.320249,0.266439
125,20.04,0.225518,0.164619,0.16333,0.236796,0.481035,1.412881,0.320894,0.266117
126,20.05,0.206507,0.152375,0.150442,0.21424,0.480713,1.412881,0.320572,0.266762
127,20.06,0.197163,0.146575,0.145609,0.205863,0.479746,1.412881,0.320894,0.267406
128,20.07,0.192974,0.142386,0.14142,0.200063,0.481357,1.413203,0.320249,0.268373
129,20.08,0.18943,0.141098,0.140775,0.19523,0.480713,1.412559,0.321216,0.269017
130,20.09,0.188463,0.140453,0.140453,0.19233,0.480068,1.412881,0.320894,0.269662
131,20.1,0.188141,0.139487,0.139487,0.193619,0.481035,1.413848,0.320249,0.270628
132,20.11,0.187174,0.140131,0.140775,0.190719,0.481679,1.412881,0.320572,0.269662
133,20.12,0.18653,0.139809,0.140131,0.18943,0.481035,1.412237,0.322505,0.269017
134,20.13,0.185886,0.140131,0.141098,0.190397,0.481035,1.41417,0.320894,0.268373
135,20.14,0.185886,0.139809,0.139809,0.190719,0.481679,1.413848,0.321216,0.267728
136,20.15,0.186208,0.139164,0.138198,0.191041,0.481357,1.414492,0.319927,0.268373
137,20.16,0.184919,0.138198,0.137231,0.191363,0.481035,1.414492,0.31896,0.26805
138,20.17,0.185241,0.138842,0.137231,0.18943,0.480713,1.415459,0.319605,0.269017
139,20.18,0.185241,0.139164,0.136587,0.192008,0.481357,1.414492,0.319927,0.269017
140,29.49,0.184597,0.136587,0.136909,0.188141,0.481035,1.41127,0.321216,0.269017
141,29.5,0.185241,0.135942,0.136909,0.188785,0.482001,1.410948,0.320572,0.268695
142,29.51,0.184597,0.136264,0.136909,0.188785,0.482001,1.410948,0.320249,0.268695
143,29.52,0.184597,0.137231,0.137553,0.188141,0.481357,1.411592,0.320894,0.268695
144,29.53,0.184919,0.136587,0.137231,0.189108,0.482968,1.412237,0.319927,0.269339
145,29.54,0.183952,0.136264,0.136587,0.188141,0.482968,1.411915,0.320894,0.268695
146,29.55,0.18363,0.137231,0.137231,0.188141,0.481035,1.412237,0.321216,0.26805
147,29.56,0.182986,0.136264,0.137553,0.189752,0.480713,1.412559,0.321216,0.267406
148,29.57,0.182986,0.135942,0.137231,0.18943,0.481035,1.412881,0.321216,0.265795
149,29.58,0.18363,0.136264,0.137553,0.190397,0.480068,1.412881,0.321538,0.265795
150,29.59,0.182663,0.136264,0.136909,0.188785,0.480713,1.412237,0.320572,0.266762
151,29.6,0.183952,0.136587,0.136909,0.190074,0.48039,1.412237,0.320572,0.269339
152,29.61,0.183952,0.136587,0.136909,0.187497,0.480713,1.413203,0.320572,0.269662
153,29.62,0.183308,0.136587,0.137231,0.187497,0.481035,1.413203,0.322505,0.268695
154,29.63,0.18363,0.136264,0.137553,0.188141,0.481357,1.41417,0.319927,0.26805
155,29.64,0.183952,0.137231,0.136587,0.190074,0.479746,1.415137,0.319927,0.268373
156,29.65,0.184274,0.136587,0.136587,0.188785,0.481357,1.416103,0.319927,0.268695
157,29.66,0.183308,0.136587,0.134976,0.187497,0.48039,1.412881,0.319605,0.269017
158,29.67,0.185563,0.136909,0.136264,0.188141,0.481035,1.411592,0.320572,0.269339
159,29.68,0.183308,0.136909,0.136264,0.186208,0.481679,1.411915,0.320572,0.269017
160,29.69,0.184597,0.271595,0.503268,0.906359,2.959192,1.41127,0.321538,0.268373
161,29.7,1.936159,1.832406,2.119177,2.350205,2.973048,1.41127,0.32186,0.269017
162,29.71,2.5909,2.385005,2.633755,2.803562,2.977559,1.412559,0.322183,0.266439
163,29.72,2.796474,2.559968,2.79454,2.950815,2.978203,1.41417,0.322505,0.269339
164,29.73,2.868328,2.618611,2.837395,3.005591,2.978525,1.414815,0.322183,0.269017
165,29.74,2.894749,2.639233,2.857372,3.028146,2.97917,1.410626,0.320894,0.268695
166,29.75,2.902482,2.637944,2.861561,3.036846,2.978847,1.41127,0.321216,0.269017
167,29.76,2.89926,2.639233,2.863817,3.039746,2.979814,1.41127,0.321216,0.268695
168,29.77,2.898294,2.640844,2.864461,3.031046,2.978203,1.412559,0.32186,0.269339
169,29.78,2.897327,2.642777,2.860917,3.032657,2.978847,1.413526,0.320894,0.268373
170,29.79,2.89926,2.64181,2.855761,3.033946,2.97917,1.410626,0.32186,0.268695
171,29.8,2.898938,2.63601,2.854795,3.034591,2.975625,1.41127,0.321538,0.269017
172,29.81,2.890883,2.634399,2.855761,3.035557,2.979814,1.411592,0.320894,0.266439
173,29.82,2.889594,2.635044,2.856083,3.026857,2.978203,1.413203,0.321216,0.269662
174,29.83,2.891527,2.636655,2.845773,3.025569,2.977881,1.413526,0.320249,0.268373
175,29.84,2.892816,2.63601,2.846095,3.028146,2.978525,1.409981,0.321216,0.269017
176,29.85,2.891849,2.628922,2.846417,3.027824,2.978525,1.41127,0.320572,0.268695
177,29.86,2.882183,2.626666,2.847384,3.028791,2.981103,1.412237,0.321538,0.269017
178,29.87,2.883794,2.627955,2.846739,3.020735,2.978525,1.412237,0.322183,0.266762
179,29.88,2.882505,2.628277,2.847706,3.019124,2.978847,1.41417,0.321216,0.269339
180,29.89,2.883472,2.628599,2.83675,3.018158,2.977881,1.41417,0.321216,0.26805
181,29.9,2.883794,2.628599,2.838039,3.018802,2.978847,1.415137,0.319605,0.268373
182,29.91,2.883149,2.621833,2.835462,3.018802,2.978847,1.410626,0.321216,0.268373
183,29.92,2.883472,2.620866,2.836428,3.020413,2.978203,1.411592,0.320572,0.268695
184,29.93,2.882183,2.6199,2.835462,3.01848,2.976914,1.410948,0.32186,0.268373
185,29.94,2.872194,2.618289,2.835462,3.018802,2.980781,1.410948,0.322505,0.268695
186,29.95,2.875094,2.6199,2.835462,3.009458,2.978203,1.412881,0.320572,0.268695
187,29.96,2.872839,2.621188,2.83675,3.011069,2.978525,1.415781,0.32476,0.269017
188,29.97,2.874772,2.620866,2.827406,3.010425,2.978203,1.413203,0.31896,0.268373
189,29.98,2.875094,2.618611,2.827084,3.010747,2.978203,1.411592,0.322183,0.269662
190,29.99,2.86865,2.383394,2.380171,2.417871,0.487479,1.409337,0.320249,0.269017
191,30.0,1.41707,1.036534,1.030412,1.21923,0.486835,1.410304,0.320572,0.269017
192,30.01,0.674686,0.465891,0.461057,0.623776,0.482968,1.410304,0.319927,0.269017
193,30.02,0.386948,0.267728,0.264828,0.380181,0.482324,1.410304,0.320249,0.268695
194,30.03,0.275461,0.196196,0.193619,0.279972,0.482968,1.410304,0.320572,0.269339
195,30.04,0.228096,0.167519,0.165586,0.23744,0.481035,1.410304,0.320249,0.268695
196,30.05,0.208441,0.153664,0.152053,0.215529,0.481357,1.410304,0.320894,0.26805
197,30.06,0.198452,0.148186,0.146253,0.204252,0.481035,1.410304,0.320894,0.268373
198,30.07,0.193296,0.144964,0.143998,0.199419,0.481357,1.41127,0.320249,0.269017
199,30.08,0.191685,0.143353,0.142386,0.196841,0.481035,1.410304,0.320894,0.268373
200,30.09,0.18943,0.141742,0.14142,0.194908,0.481679,1.409659,0.321216,0.268373
201,30.1,0.18943,0.142386,0.140131,0.193941,0.480713,1.411915,0.320249,0.268695
202,30.11,0.188463,0.141742,0.139809,0.194585,0.479746,1.411915,0.319927,0.269017
203,30.12,0.189108,0.140775,0.139164,0.194263,0.482001,1.412881,0.319927,0.268373
204,30.13,0.189752,0.140775,0.13852,0.193619,0.480713,1.415137,0.319605,0.269339
205,30.14,0.187174,0.140131,0.13852,0.19233,0.480713,1.414815,0.319927,0.269017
206,30.15,0.188141,0.139809,0.137875,0.193619,0.480713,1.415459,0.320572,0.268373
207,30.16,0.188141,0.139809,0.139164,0.193619,0.480068,1.414815,0.319927,0.269017
208,30.17,0.188463,0.139487,0.138842,0.19233,0.48039,1.415781,0.320249,0.26805
209,30.18,0.186852,0.139487,0.138842,0.192008,0.48039,1.414815,0.319927,0.269017
210,39.49,0.186208,0.138842,0.13852,0.191685,0.480713,1.412881,0.322505,0.266439
211,39.5,0.185563,0.137553,0.138842,0.18943,0.48039,1.413203,0.322827,0.267728
212,39.51,0.185563,0.137875,0.138198,0.191041,0.481679,1.413203,0.323471,0.268695
213,39.52,0.185886,0.138198,0.138198,0.190719,0.48039,1.412559,0.323149,0.269339
214,39.53,0.185886,0.136909,0.137553,0.189752,0.481357,1.413848,0.322505,0.270306
215,39.54,0.184919,0.136909,0.138198,0.188785,0.481035,1.413203,0.322827,0.270306
216,39.55,0.185563,0.138198,0.138198,0.189752,0.480713,1.413203,0.323471,0.270306
217,39.56,0.185886,0.138198,0.138842,0.189108,0.480713,1.412881,0.322183,0.269662
218,39.57,0.185563,0.138198,0.138842,0.188141,0.481035,1.413203,0.322827,0.269984
219,39.58,0.185886,0.136909,0.13852,0.188463,0.480713,1.413203,0.323149,0.269339
220,39.59,0.185563,0.137231,0.138198,0.189108,0.481357,1.412559,0.322505,0.270306
221,39.6,0.185241,0.138198,0.13852,0.188463,0.480713,1.412881,0.322505,0.269984
222,39.61,0.186208,0.138198,0.138842,0.18943,0.479746,1.413848,0.323471,0.270306
223,39.62,0.185886,0.138198,0.137875,0.18943,0.481035,1.413203,0.323149,0.269984
224,39.63,0.185886,0.137875,0.138198,0.188785,0.480713,1.412881,0.323471,0.269339
225,39.64,0.185241,0.13852,0.13852,0.189108,0.480068,1.413848,0.323149,0.269017
226,39.65,0.185563,0.137553,0.137553,0.191041,0.480713,1.413203,0.323471,0.266762
227,39.66,0.186208,0.137875,0.13852,0.190719,0.48039,1.413848,0.322827,0.266762
228,39.67,0.184274,0.135942,0.138198,0.19233,0.480068,1.413203,0.323149,0.268373
229,39.68,0.188785,0.14142,0.139487,0.191041,0.481357,1.413848,0.322827,0.266439
230,39.69,0.182663,0.134976,0.318638,0.687575,2.955326,1.41417,0.324116,0.268695
231,39.7,1.817584,1.742185,2.033468,2.27094,2.972725,1.413526,0.323149,0.269339
232,39.71,2.562545,2.363738,2.607655,2.77843,2.976914,1.414815,0.325083,0.26805
233,39.72,2.794862,2.557712,2.786485,2.949204,2.977559,1.414492,0.322505,0.269339
234,39.73,2.872839,2.618289,2.843839,3.012036,2.978203,1.410304,0.323471,0.269017
235,39.74,2.901516,2.637944,2.862528,3.035557,2.978203,1.411592,0.323794,0.269017
236,39.75,2.909571,2.644388,2.86865,3.043613,2.97627,1.410626,0.323471,0.269339
237,39.76,2.90216,2.646643,2.871872,3.047479,2.980458,1.411592,0.323794,0.268695
238,39.77,2.904093,2.646966,2.870905,3.037491,2.978525,1.412881,0.324438,0.267084
239,39.78,2.904093,2.648577,2.870583,3.038457,2.977881,1.413848,0.323794,0.269017
240,39.79,2.903449,2.648255,2.860917,3.038135,2.978525,1.415459,0.322827,0.269017
241,39.8,2.90506,2.647288,2.860594,3.039746,2.978203,1.410626,0.323471,0.269017
242,39.81,2.904416,2.638588,2.858983,3.039746,2.97917,1.410626,0.324116,0.268695
243,39.82,2.900871,2.638588,2.860594,3.039424,2.976914,1.411915,0.323794,0.268695
244,39.83,2.895394,2.638588,2.860272,3.038779,2.978525,1.412881,0.324438,0.266439
245,39.84,2.892816,2.640199,2.860594,3.031368,2.978525,1.413203,0.324116,0.269984
246,39.85,2.894427,2.640199,2.849961,3.029435,2.978525,1.414492,0.322183,0.269017
247,39.86,2.896038,2.640199,2.85125,3.032013,2.979492,1.409981,0.322827,0.268695
248,39.87,2.896038,2.632466,2.850928,3.031368,2.977881,1.410948,0.323471,0.269017
249,39.88,2.885083,2.631822,2.850928,3.032657,2.979492,1.410948,0.322827,0.269017
250,39.89,2.888305,2.63021,2.850606,3.031691,2.979814,1.411592,0.32476,0.266762
251,39.9,2.884438,2.63311,2.850928,3.022991,2.978203,1.412881,0.32476,0.269339
252,39.91,2.885727,2.632144,2.850928,3.022669,2.978847,1.413848,0.324438,0.268373
253,39.92,2.887983,2.632144,2.842873,3.022669,2.978847,1.414492,0.321538,0.269017
254,39.93,2.887983,2.622477,2.841584,3.023313,2.978525,1.410626,0.323794,0.269017
255,39.94,2.888627,2.625377,2.841906,3.025246,2.975947,1.410626,0.323471,0.269017
256,39.95,2.878961,2.624411,2.842228,3.023313,2.981747,1.411592,0.324116,0.26805
257,39.96,2.880572,2.624733,2.843195,3.014936,2.977881,1.412559,0.324116,0.267406
258,39.97,2.87735,2.625377,2.843839,3.016224,2.978847,1.414492,0.325083,0.268695
259,39.98,2.88025,2.625055,2.834173,3.014613,2.978203,1.415137,0.322827,0.269017
260,39.99,2.881861,2.561256,2.547079,2.563834,0.488446,1.411592,0.322505,0.269339
261,40.0,1.526945,1.127721,1.124176,1.310417,0.486512,1.409981,0.322827,0.268373
262,40.01,0.724307,0.501334,0.495857,0.664053,0.482968,1.409981,0.32186,0.268373
263,40.02,0.405636,0.280939,0.278361,0.398225,0.482646,1.410304,0.321538,0.26805
264,40.03,0.285128,0.202319,0.200385,0.288994,0.481679,1.410948,0.322505,0.268695
265,40.04,0.23454,0.169775,0.168486,0.239373,0.481679,1.410304,0.322827,0.268373
266,40.05,0.211018,0.154953,0.154953,0.219396,0.481357,1.41127,0.323149,0.269339
267,40.06,0.202319,0.149153,0.149153,0.209407,0.481679,1.409981,0.322827,0.269017
268,40.07,0.196519,0.145609,0.144964,0.202641,0.48039,1.410304,0.323471,0.268695
269,40.08,0.194263,0.143675,0.143031,0.199419,0.481357,1.410304,0.323149,0.268373
270,40.09,0.191685,0.142386,0.142386,0.195874,0.481357,1.411592,0.322505,0.268373
271,40.1,0.192652,0.142064,0.142064,0.195874,0.481679,1.410304,0.322183,0.268373
272,40.11,0.190074,0.14142,0.141742,0.197163,0.479424,1.410626,0.323149,0.269017
273,40.12,0.191041,0.141098,0.141098,0.195874,0.480713,1.410948,0.322505,0.269017
274,40.13,0.190397,0.141098,0.14142,0.195552,0.48039,1.409981,0.323471,0.268695
275,40.14,0.191041,0.141098,0.141098,0.194908,0.481357,1.410948,0.322827,0.268695
276,40.15,0.190397,0.140775,0.141098,0.19523,0.481357,1.410948,0.323471,0.268695
277,40.16,0.190074,0.140131,0.142064,0.194585,0.48039,1.410626,0.323149,0.268373
278,40.17,0.189108,0.140131,0.141098,0.193296,0.480713,1.410626,0.322505,0.268373
279,40.18,0.190397,0.140453,0.141742,0.19523,0.480713,1.409981,0.323471,0.269662
280,49.49,0.187819,0.139487,0.139809,0.192008,0.480713,1.41417,0.326049,0.269662
281,49.5,0.187819,0.139164,0.140131,0.192008,0.480713,1.413203,0.326371,0.269017
282,49.51,0.188785,0.139487,0.140775,0.191363,0.481679,1.413848,0.326371,0.269017
283,49.52,0.186852,0.139164,0.141098,0.191041,0.48039,1.413203,0.326694,0.268695
284,49.53,0.188141,0.139809,0.140775,0.192652,0.481035,1.41417,0.326049,0.268373
285,49.54,0.187174,0.139487,0.140453,0.191363,0.481035,1.412881,0.327016,0.268373
286,49.55,0.187819,0.139487,0.141098,0.19233,0.48039,1.41417,0.327338,0.269017
287,49.56,0.187819,0.139164,0.140453,0.192008,0.481679,1.414492,0.327016,0.26805
288,49.57,0.187819,0.139809,0.140775,0.19233,0.482001,1.41417,0.327338,0.26805
289,49.58,0.186852,0.13852,0.14142,0.190719,0.480068,1.413848,0.326694,0.26805
290,49.59,0.187819,0.139164,0.141098,0.194263,0.481357,1.41417,0.325083,0.268373
291,49.6,0.187497,0.139164,0.139164,0.191685,0.48039,1.414492,0.324438,0.268695
292,49.61,0.188141,0.139809,0.138842,0.192652,0.480068,1.41417,0.325727,0.268373
293,49.62,0.187819,0.139487,0.139487,0.19233,0.481679,1.414815,0.325727,0.268373
294,49.63,0.188463,0.139487,0.139487,0.192974,0.480713,1.413203,0.325083,0.268373
295,49.64,0.187819,0.138842,0.13852,0.191363,0.481035,1.415137,0.324438,0.26805
296,49.65,0.188141,0.138842,0.139487,0.192974,0.481035,1.41417,0.324116,0.26805
297,49.66,0.187819,0.139487,0.139487,0.191685,0.48039,1.414492,0.324438,0.268373
298,49.67,0.188463,0.139164,0.139809,0.193296,0.481035,1.413848,0.323794,0.269017
299,49.68,0.187174,0.139487,0.13852,0.19233,0.479746,1.414492,0.32476,0.268373
300,49.69,0.188463,0.277072,0.510679,0.911837,2.959837,1.415459,0.32476,0.268695
